source,target
159407,295391
159407,415187
159677,193471
159677,217112
159677,542846
159677,546508
159785,543078
159785,545796
160017,188580
160025,202059
160025,208249
160025,336948
160025,402161
160025,500197
160025,545991
160025,548091
160025,548387
160232,548091
160546,230418
160610,175965
160610,548091
160680,548387
161227,234658
161227,240422
161227,546357
161227,548091
161362,530643
161501,289703
161501,323530
161501,548091
161812,364048
162125,545304
162125,547522
162125,548394
162311,402723
162500,166705
162614,366184
162866,548091
163033,182969
163033,255997
163033,280389
163033,286134
163033,493042
163033,496874
163033,545038
163033,545519
163137,523328
163137,544525
163137,548091
163144,164973
163144,221120
163144,272542
163144,329739
163144,356377
163144,428761
163144,449864
163144,546872
163144,547031
163144,547044
163144,547287
163460,545385
163460,546359
164311,545137
164311,548091
164549,286051
164549,481783
164728,211274
164828,281988
164828,388463
164930,180637
164930,547067
165024,546406
165024,547128
165024,547245
165158,211274
165158,280921
165158,449511
165158,461593
165158,479851
165158,543849
165158,548030
165158,548091
165576,192330
165576,210910
165576,267113
165576,285278
165576,455858
165576,548076
165576,548091
165911,548091
165974,533197
165979,438939
166574,170202
166574,268914
166574,548091
166620,274745
166620,548091
166657,237034
166657,528562
166657,530643
166657,537413
166705,174530
166705,186533
166705,218412
166705,234719
166705,235334
166705,235687
166705,239442
166705,269345
166705,286821
166705,324318
166705,324567
166705,334238
166705,338630
166705,346884
166705,358744
166705,366345
166705,387979
166705,416582
166705,420511
166705,426655
166705,463587
166705,533729
166705,543078
166705,544304
166705,544390
166705,545573
166705,545605
166705,545756
166705,546021
166705,546357
166705,546567
166705,548079
166775,543814
166775,545011
166775,547699
167233,548091
167459,208249
167551,167555
167551,250039
167555,258256
167598,182969
167598,218678
167598,496874
167598,546863
167604,258256
168117,548091
168575,177730
168575,218678
168575,283321
168602,230418
168736,413303
168736,459433
169703,548091
170056,208249
170215,545137
170373,219716
170373,252166
170373,515323
170373,545756
170462,208249
171246,265831
171280,177730
171944,533197
171951,207439
171951,545958
172497,546337
172498,265826
172658,356136
172658,424343
172658,441647
172662,548091
172773,277253
173543,241168
173849,276601
173849,291819
173849,516456
173849,543632
173849,545027
174121,210921
174121,219356
174121,397663
174121,477271
174121,491249
174121,496241
174121,548091
174123,240422
174123,409673
174123,453053
174123,473274
174504,507437
174540,402723
174557,545385
174798,210921
174798,548091
174842,426666
174842,473255
174842,543078
174842,546863
175055,241220
175055,369005
175055,544268
175055,547522
175055,548179
175280,544671
175449,548091
175519,190752
175519,292857
175519,532214
175857,393869
175883,194355
175883,319880
175883,542185
175905,548091
175965,210921
175965,355236
175965,443724
175965,545490
175965,548091
175999,246572
175999,249672
175999,264597
175999,362131
175999,368212
175999,456301
175999,465382
175999,507909
175999,517788
176877,548091
177400,538433
177730,207127
177730,211697
177730,211834
177730,226999
177730,252603
177730,256564
177730,256566
177730,452872
177730,486222
177730,527527
177730,539257
177730,542966
177730,544062
177730,544551
177730,544665
177730,545039
177730,545385
177730,546048
177730,546133
177730,547320
177845,209520
177845,293126
178316,544670
178382,470799
178663,548091
178780,522781
178985,548284
178994,208249
179052,277271
179082,543817
179626,208249
180071,547699
180416,548091
180637,200439
180637,210923
180637,235233
180637,237638
180637,269822
180637,406719
180637,546050
180637,548091
180637,548349
180738,548091
180854,544548
180854,544551
180854,547700
180960,201595
180960,230420
180960,362609
180960,548091
181520,548091
182211,537960
182211,543552
182212,283321
182969,255997
182969,280389
182969,286134
182969,450718
182969,491602
182969,493042
182969,496874
182969,545038
182969,545514
182969,545519
182969,545832
182969,546566
182970,314942
182970,548091
182971,277034
182974,407513
182999,186376
182999,194149
182999,231460
182999,240423
182999,264332
182999,295031
182999,297835
182999,315925
182999,341370
182999,344547
182999,389984
182999,417534
182999,446801
182999,535669
182999,547977
182999,547981
182999,548138
182999,548196
183255,538433
183816,548091
184022,252166
184022,285168
184022,515323
184022,545756
184144,184382
184144,235687
184144,312908
184144,522122
184144,545549
184144,545554
184144,546875
184198,548091
184223,259708
184230,548091
184233,548091
185091,194144
185091,231238
185091,237383
185091,413295
185091,536745
185091,544062
185091,544306
185091,544340
185091,544665
185119,255997
185119,545554
185119,546863
185365,324329
185365,548091
185375,548387
185609,470799
185801,402723
185826,544686
185826,545756
185826,548091
186238,538433
186533,545756
187351,330488
188039,218678
188039,243110
188039,283321
188039,546566
188312,293126
188312,388601
188312,450648
188860,548091
189040,271031
189285,252166
189285,270863
189285,513692
189285,545756
189316,202059
190282,234658
190282,544551
190746,548091
190767,268188
190767,517029
190767,523987
190767,545386
190767,546110
191095,538433
191137,363426
191406,545137
191670,402723
191674,207865
191674,240104
191674,285807
191674,329424
191674,353191
191674,361569
191674,451835
191674,518358
191674,525515
191674,535858
191674,546501
191680,547128
191687,547128
191819,521446
191819,533010
191819,539018
191819,545549
191819,545554
192330,507437
192886,529115
193411,543078
193411,545796
193467,193471
193471,542846
194355,317197
194355,514306
194355,546332
194355,548091
194372,210912
194372,546813
194372,546863
194403,545015
194403,548091
194622,548091
194624,251706
194626,251706
194626,548091
194628,251706
194690,281217
194736,218678
194736,277265
194736,277271
194736,407059
194736,489574
194736,529739
194736,548091
195153,548091
195191,545015
195266,546359
195312,228427
195312,261582
195312,261583
195312,261584
195312,261590
195312,348174
195312,492666
195312,535267
195312,545828
195322,206397
195322,548091
195787,545756
195787,546264
195929,395904
195929,454993
195929,490480
196339,274745
196915,545015
197005,208249
197023,243953
197023,544481
198101,547128
198627,545137
199554,548091
199694,548091
199722,401977
199722,544041
200260,393869
200439,269822
200619,543078
200736,402723
200909,548091
201595,230420
201595,300503
201595,362609
201595,548091
202005,546356
202195,241168
202200,208249
202200,331967
202257,533197
204442,548091
205491,208249
206020,533197
206620,544671
206620,546102
207127,530643
207424,548091
207439,219356
207439,477271
207439,545439
207439,547412
207439,548091
208249,208377
208249,210925
208249,210926
208249,210929
208249,215610
208249,215612
208249,217068
208249,217967
208249,218822
208249,219744
208249,224716
208249,226179
208249,233316
208249,247278
208249,247825
208249,260971
208249,262217
208249,270903
208249,274744
208249,276664
208249,276961
208249,277539
208249,293760
208249,304620
208249,333202
208249,348193
208249,351014
208249,360369
208249,383898
208249,396257
208249,405802
208249,410879
208249,410909
208249,411217
208249,432573
208249,442340
208249,445033
208249,450344
208249,450349
208249,455426
208249,455446
208249,457773
208249,465119
208249,483681
208249,488709
208249,500288
208249,510176
208249,516540
208249,518767
208249,530924
208249,539272
208249,542324
208249,544010
208249,544336
208249,544530
208249,544531
208249,544532
208249,544541
208249,544651
208249,544689
208249,544990
208249,545341
208249,545370
208249,545733
208249,545773
208249,545885
208249,545992
208249,546366
208249,546440
208249,546597
208249,547117
208249,547191
208249,547193
208249,547246
208249,547331
208249,547399
208249,547432
208249,547492
208249,547517
208249,547827
208249,548132
208249,548186
208249,548191
208249,548384
208249,548403
208249,548442
208312,543849
208378,543814
208378,545011
208378,547699
208585,430089
208585,548091
208593,364164
208593,410909
208593,451118
208593,453554
208593,519655
208593,520421
208593,544166
208593,544651
208593,545989
208593,546205
208593,546250
208593,546348
208593,547065
208593,547379
208593,547680
209177,548091
209585,546139
209737,545137
210430,285814
210456,489574
210528,256566
210528,548091
210910,288170
210911,544686
210911,545756
210911,548091
210912,210914
210912,213127
210912,454943
210912,498098
210912,546863
210914,229410
210914,464739
210914,525233
210914,546813
210914,546863
210915,262512
210915,546356
210920,258256
210920,355003
210920,547241
210920,548091
210921,450247
210921,491249
210921,535921
210921,547195
210921,548091
210923,269822
210923,395715
210923,429149
210923,545413
210923,546281
210923,546477
210923,548091
210929,548387
211269,283321
211269,544062
211269,544574
211269,544665
211274,250967
211274,256688
211274,259842
211274,360262
211274,533810
211274,547429
211549,470799
211697,218678
211697,255997
211715,548284
211834,283321
211834,548091
211970,230418
212003,545137
212058,224532
212058,548091
212257,363426
213142,530778
213142,548091
213143,278891
213143,530778
213143,548091
213152,228472
213152,522869
213152,548091
214042,246070
214042,509465
214042,537961
214042,544551
214182,351014
214182,373072
214182,467609
214353,547128
215575,545015
215616,283674
215616,547699
215663,268188
215663,545386
216249,548284
216251,216252
216251,227034
216251,548327
216252,548091
216299,264597
216299,465382
216486,533197
216572,280921
216871,548387
217060,548175
217112,542846
217158,548175
217536,542800
218263,545545
218412,545832
218602,280127
218602,293126
218602,544908
218678,219712
218678,226999
218678,235338
218678,238139
218678,251641
218678,255997
218678,283321
218678,356608
218678,403646
218678,413008
218678,481089
218678,543232
218678,545039
218678,545385
218678,546048
218678,546133
218678,547115
219608,274342
219608,374924
219608,456802
219608,528833
219608,545405
219716,252166
219716,274456
219716,285168
219716,545756
219730,548091
219815,317589
219815,344780
219815,493890
219815,516096
219815,543814
219815,545011
219815,547699
219827,548091
220707,376104
220707,428743
220707,522781
220707,540510
220707,547320
220707,548091
220977,427956
220977,440922
221030,238705
221030,255997
221030,262782
221030,288463
221030,339068
221030,365609
221030,480013
221030,545554
221030,546863
221107,548091
221213,546539
221496,548091
222877,548078
222877,548091
222991,545385
222991,546359
223036,548078
223036,548091
223300,256566
223300,548091
224047,542486
224047,546028
224047,547245
224195,262822
224437,548091
224532,255997
224532,299543
224532,547878
224532,548091
225887,538433
225935,271031
225935,276642
225935,496130
226054,546359
226154,548091
226182,533197
226999,283321
227010,534814
227140,548091
227395,548091
227570,544764
227570,548091
227758,281217
227905,545015
227964,548091
227969,251580
227969,322734
227969,327215
227969,357879
227969,363362
227969,363426
227969,443140
227969,446280
227969,467115
227969,510435
227969,533770
227969,535779
227969,538669
227969,541903
227969,542824
227969,547206
228167,545832
228427,545828
228427,548091
228452,277034
228469,240422
228469,243845
228469,281998
228469,312746
228469,318646
228472,548091
228476,547969
228476,548091
228976,538982
228976,548091
229409,542800
229410,233054
229410,544547
229410,546863
230040,548091
230239,548091
230418,464335
230418,544288
230418,547164
230420,231522
230420,240068
230420,245575
230420,292632
230420,344159
230420,362609
230420,382900
230420,414079
230420,429720
230420,470799
230420,548091
230682,252943
230747,545137
230774,402723
231519,308631
231519,506614
231522,362609
231534,545796
232023,546567
232127,335509
232127,546814
232127,548109
232446,547510
232740,548091
233900,261733
233900,277267
233900,468178
233900,485682
233900,501306
234226,538433
234615,548091
234658,277045
234658,347079
234658,365603
234658,514711
234658,537961
234658,544551
234658,545835
234663,543552
234719,545756
235233,269822
235233,395715
235233,548091
235268,255997
235268,283321
235268,545385
235336,548284
235687,545554
235741,300413
235741,546594
235787,438939
235787,457508
236806,548091
236977,430089
237034,265756
237034,281034
237034,290120
237034,309082
237034,422383
237034,528562
237034,530643
237034,537413
237034,544419
237034,545832
237034,546049
237034,547441
237034,547932
237452,548387
237612,293126
237918,547510
238137,546356
238139,283321
238139,489574
238140,238144
238140,542968
238140,545581
238141,238143
238141,238144
238141,262512
238141,266572
238141,400726
238141,536745
238143,238144
238143,400726
238143,400727
238143,548091
238144,262512
238144,266572
238144,400727
238144,463652
238144,545581
238144,548091
238763,272081
238763,355381
238763,355734
238763,359558
238763,386603
238763,389118
238763,483545
238763,547700
239179,544670
239441,544288
239441,545015
240422,277045
240422,277253
240422,284524
240422,317197
240422,347079
240422,409673
240422,422021
240422,431534
240422,453053
240422,514711
240422,544551
240422,546357
240422,546752
240422,548091
240592,545726
240594,545726
241168,401977
241168,473208
241168,485096
241168,530645
241168,542958
241510,547133
242311,548091
242444,543130
242942,545796
243627,356820
243627,361681
243627,472298
243627,544686
243845,546539
243866,507909
243953,263645
243953,279910
243953,286056
243953,303029
243953,311124
243953,312279
243953,321422
243953,347224
243953,371899
243953,410931
243953,415985
243953,469971
243953,491680
243953,516802
243953,521965
243953,530139
243953,541415
243953,544481
243953,545306
243953,546680
243953,547249
243953,547654
244664,543130
244784,548091
245207,533197
245283,387761
245283,392683
245283,421818
245283,475800
245283,543062
245283,545773
246070,255997
246172,485508
246327,548091
246329,512277
246329,548347
246339,268334
246352,548030
246386,548052
246503,548091
246572,264597
246572,264978
246572,304223
246572,320511
246572,408413
246572,433299
246572,465382
246572,468268
246572,482148
246586,548091
247648,309082
247648,530643
247803,543790
247910,252960
247910,311681
247910,384412
247910,424946
247910,430972
247910,461018
247910,480216
247910,537692
247910,542909
247910,545098
247910,545709
247910,547459
247910,548045
248919,277034
249798,545137
249826,542800
250039,535921
250039,544655
250039,548091
250562,253493
250562,547522
250562,547801
250585,545545
250619,548091
250906,276188
250906,547796
250967,543849
250967,548091
251580,363426
251641,283321
251706,377430
251706,378658
251706,548091
251764,262576
251764,268334
251764,280924
251764,320355
251768,262576
251768,268334
251768,280924
251768,320355
251768,342701
251922,366184
252166,264292
252166,285168
252166,346884
252166,462443
252166,503844
252166,506295
252166,528827
252166,545756
252166,547148
252166,548091
252943,292760
252943,355003
252943,377958
252943,485508
252943,544551
252943,545796
252943,546357
252943,547241
253146,534814
253311,547128
253313,265044
253313,265046
253313,286012
253313,510681
253313,521037
253313,531724
253313,543717
253313,543902
253313,544911
253313,547588
253639,274745
253639,283984
253639,284460
253639,309519
253639,323805
253639,438730
253639,469318
253639,536079
253639,547688
253880,547700
254305,548091
254784,533197
255307,525850
255950,545549
255950,548091
255992,543078
255997,259623
255997,280389
255997,286134
255997,288463
255997,317479
255997,320895
255997,339068
255997,428873
255997,481089
255997,493042
255997,496874
255997,509465
255997,545038
255997,545519
255997,546863
255997,548452
256386,485508
256386,542416
256386,545796
256386,546357
256564,335509
256564,547702
256566,267510
256566,335509
256566,498447
256566,516165
256566,547698
256566,547702
256567,455055
256567,548091
256567,548350
256946,541361
256946,546539
257115,533010
257115,545549
257115,545554
257602,543078
258256,355003
258256,547241
258517,362609
259623,283321
259623,545385
259708,274887
259708,275623
259708,359744
259708,412867
259708,501786
259708,511616
260150,464335
260150,547164
260246,546356
260412,545015
260471,411719
260471,463284
260471,507437
260575,543078
260575,545796
260605,277271
260943,547969
260943,548091
261582,545828
261583,261590
261583,545828
261584,261590
261602,276188
261602,366487
261602,461838
261602,547796
261602,548091
261733,413303
261733,459433
262098,544041
262098,547694
262098,548018
262512,545581
262716,316134
262716,320511
262716,385560
262716,393952
262716,433299
262756,545726
262787,538433
262789,407059
262789,489574
262822,290559
262822,315108
262822,403513
262822,525148
262822,544306
262822,546538
262822,546845
263033,385415
263033,469185
263033,528573
263645,281217
263645,286056
263645,544341
263645,544481
263645,544493
263645,548091
264142,283321
264142,546566
264142,547320
264142,548091
264292,285168
264292,545756
264597,465382
264597,548091
264733,264735
264733,547699
265044,548091
265046,548091
265219,436378
265219,512325
265219,529115
265630,425308
265630,543632
265756,528562
265826,303101
265831,543849
266572,548091
266706,427956
266706,440922
266995,548387
267470,546406
267510,335509
267510,409035
267687,548091
267896,547694
267985,548091
268061,277253
268061,299833
268061,431534
268061,501126
268061,544551
268133,544481
268334,273245
268334,281100
268334,364048
268334,365609
268334,367316
268334,461838
268334,494818
268334,542383
268334,548091
269084,346884
269084,426296
269084,548091
269625,532214
269822,546050
269822,548349
269884,538433
270470,545137
271031,425306
271031,538926
271031,548091
271287,545386
271452,530643
271473,545015
271584,548091
271585,327995
271585,425308
271585,437934
271585,543632
271745,449511
271847,548091
271947,548091
272482,324329
272594,533148
272594,538982
273079,292857
273245,273273
273246,273273
273246,548091
273273,533312
273289,545796
273307,528529
273307,548091
273946,463284
274061,366184
274061,465187
274123,306732
274123,312771
274123,394867
274123,400057
274123,440501
274123,458337
274123,487896
274123,518103
274123,533585
274123,547699
274394,364287
274628,449511
274736,543078
274740,533197
274745,548091
274747,545015
275262,295391
275262,415187
275557,546356
276142,320614
276642,545796
277034,285042
277034,308932
277034,314317
277034,362841
277034,365597
277034,369106
277034,435104
277034,536857
277034,545022
277034,545558
277034,546103
277045,546357
277045,548091
277172,420393
277172,484176
277172,544551
277172,546357
277253,284524
277253,422021
277253,473274
277253,501126
277253,544551
277253,546752
277265,277271
277265,340052
277265,413008
277265,481267
277265,489574
277267,413303
277267,459433
277267,523850
277267,548091
277271,529739
277903,546359
278225,363478
278225,407513
278225,548091
279677,426296
279677,525006
279910,544481
280017,548091
280127,547933
280272,548091
280389,548091
281034,530643
281034,537412
281217,286056
281453,545756
281765,391837
281765,548091
283250,395904
283250,406269
283250,480968
283250,547320
283321,320895
283321,348700
283321,356608
283321,412430
283321,452872
283321,502805
283321,508033
283321,537110
283321,544160
283321,545514
283321,546566
283321,546848
283321,547320
283321,548074
283321,548452
283674,376191
283674,381703
283674,425701
283674,492825
283674,494704
283674,495661
283674,499887
283674,516412
283674,532686
283674,538791
283674,538793
283674,543230
283674,543595
283674,543816
283674,543818
283674,545520
283674,546059
283674,546487
283674,547699
283830,547689
283928,409673
283957,400057
283957,412565
283957,548091
283984,548091
284458,547164
284463,546540
284467,539456
284467,545015
284467,546539
284472,545015
284524,544551
285168,462443
285168,506295
285168,515323
285168,528827
285168,545756
285168,547148
285196,546477
285399,545015
285814,317967
285814,361404
285814,375633
285814,533514
285814,535169
285814,544041
285814,544670
285814,546111
286051,548091
286056,544481
286134,546863
286632,548091
287293,548030
288063,548091
288170,548091
288456,438939
288462,537960
288462,543553
288463,546863
289189,546332
289189,548091
289703,525850
289703,548091
289915,538433
290122,429618
290122,528529
290122,528573
290353,462159
290353,467609
291340,342066
291644,342066
291722,427956
292760,426666
292760,545796
292786,545137
293041,548091
293126,330488
293126,342066
293126,350144
293126,399377
293126,548091
294136,378658
295391,548091
296775,546359
297881,376104
298084,545385
298201,547128
298431,548091
298850,537413
298850,545832
298850,546098
298850,547023
299237,511425
299237,544236
299237,547688
299242,548091
299471,547128
299543,548091
299918,537413
299918,537414
300503,426296
300503,472819
300503,499233
301022,324729
301022,544551
301027,543130
301027,545385
301463,548091
301839,548091
301923,548091
302178,548387
303031,548091
304366,546477
304943,465382
305046,379824
305046,548091
305202,548091
309082,444094
309082,528562
309082,530643
309082,538982
309082,545504
309082,547213
309218,384353
309218,394499
309492,428734
309492,543252
309519,548091
309657,548091
310228,545796
310267,351206
310267,443318
310267,461856
310267,547522
310460,548091
310618,366184
311530,548091
312279,544481
312446,342401
312446,391290
312908,538433
313037,433299
314234,363401
314234,546406
314234,547245
314317,545545
314317,548091
314931,547241
314942,548091
315108,546594
315108,547510
315108,548091
315511,543078
315582,544390
315582,545756
315721,402723
316134,320511
316134,433299
317053,447010
317068,467609
317613,366184
317613,465187
317613,548091
317970,545581
317970,546356
318136,537413
318136,547023
318708,508348
318708,547581
319216,547581
319216,548091
319345,541361
319700,545796
320110,393869
320110,548091
320511,362131
320511,372548
320511,385560
320511,433299
320511,465382
320511,507909
320511,517788
320511,548091
320614,543552
320801,320810
320801,449511
320810,449511
320895,545385
321422,544481
321695,538433
322734,363426
323530,548091
323805,545015
324318,545832
324729,548091
324920,548091
327215,363426
327215,546282
327215,548091
327409,545137
327691,335509
327691,342436
327691,487327
327691,546814
327691,548109
328855,546406
329240,544481
329424,548091
329687,438939
329992,533810
329992,546332
332693,547699
333360,377681
333360,487896
333360,533585
333360,535779
333376,364287
333376,463284
333376,503415
333376,540119
333380,548091
333654,363426
334089,543078
334089,545796
334337,546540
334859,548091
335027,402723
335027,548091
335509,539257
335509,548091
335902,544671
336912,544041
336912,545525
336948,521429
336948,548091
337104,546357
337104,548091
338118,548091
338630,543078
338630,544390
338630,544551
338630,546356
339048,365527
339068,544551
339111,393869
339588,426666
340498,429881
341449,538433
341570,533197
341571,447010
342085,545796
342170,533197
342401,548091
343039,548091
343987,547128
344242,347888
344242,365595
344242,434216
344242,479559
344242,540510
344409,533197
344784,546872
344784,547287
344878,481834
345966,345993
345966,548091
345993,517193
346052,548091
346166,350144
346884,381352
346884,382900
346884,385046
346884,397938
346884,459849
346884,462443
346884,501695
346884,528827
346884,545756
346884,547148
347079,544551
347079,548091
347515,522781
348128,527527
348128,542966
348174,545828
348700,457508
348700,479485
348700,530654
348700,547320
349979,542800
351890,544903
353014,409188
353550,548284
353691,545385
353691,546359
354186,463284
354612,548091
355006,538433
355007,502631
355007,524926
355007,547699
355010,548284
355236,548091
355444,546357
356136,441647
356136,548091
356858,535169
356858,544041
356951,548091
358210,432100
358210,467609
358280,547522
358744,545832
359159,529115
359744,548091
360513,530778
361567,545796
361570,530643
361590,546356
362131,465382
362609,429720
362609,548091
363362,363426
363401,381014
363401,412850
363401,456862
363401,462826
363401,547128
363401,547245
363426,467115
363426,510435
363426,535779
363426,538669
363478,407513
363862,546406
364048,365609
364048,494818
365252,545796
365597,543078
365603,537961
365603,544551
365609,494818
365960,470799
366345,545832
366359,546566
366629,522869
366733,548091
366872,543130
367357,525850
368025,548091
368212,507909
369070,445123
369070,504073
369070,522837
369109,548091
370353,394499
370743,545015
370743,548091
371130,547522
373060,427956
373060,440922
373072,548387
374924,548091
375361,534814
375506,543553
375506,548091
375921,544903
376104,541361
376191,543817
376191,547699
377314,430089
377681,487896
377681,535779
377900,547689
377958,426666
377958,485508
377958,548091
378082,547694
378635,542846
378658,483751
379649,546337
380802,544671
381014,548091
381598,547128
381717,548091
382900,528529
382900,548091
383171,385299
383608,537413
383608,545832
383608,546098
383608,548282
383799,547128
384353,547796
384942,545015
385046,426296
385046,548091
386170,537414
386282,534814
386352,407059
386360,548091
386361,544089
386361,547522
386363,544089
386363,547522
386366,544041
386366,548091
387979,545832
388463,548091
388982,533197
388982,545796
388982,546406
388982,548091
389467,449511
389590,545015
389884,407324
389884,426296
389884,470799
391272,543078
391409,548091
391542,548091
391837,548091
392812,546406
394499,447010
394499,548091
394906,485508
395123,548078
395123,548091
395715,548091
395904,547320
395904,548091
395922,548091
397663,548091
397849,544551
397849,546356
397849,546357
397849,546681
397849,546863
397925,470799
397938,545756
397938,548091
398827,543130
398827,545385
398904,548091
399075,470799
399604,548091
400716,546356
400726,545581
400726,548091
400961,547581
400961,548091
401242,545015
401438,547522
401905,494818
401977,473208
401977,485096
401977,508036
401977,508038
401977,530645
401977,542957
401977,548091
402355,413303
402391,543130
402685,407841
402685,430607
402685,434746
402685,444195
402685,444199
402685,467023
402685,476314
402685,484315
402685,521725
402723,430795
402723,476840
402723,510259
402723,514687
402723,543744
402723,546174
402723,546277
402820,546359
402927,548091
403095,467609
404399,548091
404436,447010
404665,529115
405053,545015
405123,545726
405123,548091
405237,548091
407059,455055
407059,489574
408183,548052
408413,433299
408413,465382
409673,422021
409673,473274
409673,546752
409673,548091
409765,545385
410236,548091
410931,544481
410939,542800
411274,546337
411568,543078
411568,548091
412171,538433
412568,548091
413008,548091
413303,459433
413949,545832
414059,548091
414238,548091
415138,534814
415187,548091
415606,545544
415606,547581
415888,447010
416264,548091
416582,543078
416582,546567
416741,534814
417316,547128
417434,502631
417434,524926
417434,547699
417886,545015
419129,548091
419573,544903
420511,545796
420964,546359
421663,534814
421872,545796
422023,543078
422161,543849
422383,530643
422383,537413
422383,548091
423402,548078
423402,548091
424006,545832
424343,441647
425592,530643
426296,457508
426296,548091
426666,434329
426666,434746
426666,485508
426666,542416
426666,545796
426666,546357
427013,546406
427527,546477
427737,545015
427833,476522
427833,476806
427833,547320
427956,440922
428024,546406
428087,548091
428233,544390
428233,545756
428743,472461
428743,544551
428751,530643
428751,538982
428751,547244
429149,548091
429231,544041
429231,548091
429720,548091
430379,545137
431010,530643
431319,485508
431319,544551
431319,545796
431319,546357
431534,544551
431570,548091
431693,467609
432212,546406
432670,545726
433755,534814
434329,473255
434329,543078
434329,546863
434746,548091
434941,548091
435731,548091
435755,548091
435864,506614
435864,548091
435882,543078
435889,528562
435889,537412
435889,548091
436378,529115
436378,548091
436448,545385
436448,545832
438429,548091
438939,457508
438939,538982
439127,447010
440499,548387
440915,543130
441811,546406
442586,543130
443387,548091
443724,548091
444094,528562
444094,530643
444094,548091
445123,546357
445123,548091
445135,533312
446280,535779
446280,538669
447075,547128
447075,547245
448251,548091
449700,547128
450331,548091
450514,543078
452872,548091
453053,548091
453554,548387
454277,548091
454785,506614
454785,534970
455451,548091
459030,547128
460095,537413
460095,537414
460095,547023
460734,546477
462159,488958
462159,534645
462159,548091
463254,494818
463284,548091
463596,535779
463596,548091
463652,546356
464595,502631
464595,524926
464595,547699
464737,545545
464739,546813
464739,546863
465382,517788
466201,544903
466201,545796
466318,548078
466318,548091
466520,548091
467609,534645
467609,548091
467771,548091
468178,548091
468269,507437
469185,507437
469185,548091
469321,544089
469321,546102
469663,548175
471294,547689
471321,548091
472819,545796
473255,542416
473778,545832
473778,548091
473829,546359
473879,546406
475118,545386
475118,545756
475118,546357
475118,548091
475520,548091
475721,544551
475721,545581
475721,546357
475798,545796
477271,545439
478208,548284
480266,548091
480496,545385
480496,546359
481089,548091
481164,530643
481190,548091
483605,548091
483751,548091
484176,544551
484176,546357
484945,545726
484983,548091
485096,530645
485499,546539
485508,545796
485876,530778
485965,534814
486511,547164
486517,548284
486552,522869
487196,543814
487196,545011
487196,547699
487702,544903
487896,533585
487896,535779
487896,543595
488323,548387
488958,534645
488958,548091
490270,537960
490270,543552
490484,544041
490606,548091
490916,534814
491047,548091
491680,544481
492463,533197
492666,545828
492666,548091
492830,547699
493042,548091
495274,543252
495661,547699
495902,548091
496241,548091
496874,546863
497660,548175
498019,544041
498019,545405
498019,548276
498447,547698
498606,543078
500978,544481
501306,523850
501310,548091
502631,547933
503518,548091
503844,548091
503989,548284
504073,546357
504073,548091
504090,548091
504102,548091
504416,546566
505839,547699
505876,548091
506080,548091
506295,545756
506447,548091
506614,534970
506882,545832
507407,538433
507407,543130
507437,528529
507831,534814
508036,530645
508038,530645
508482,546406
508870,548091
508910,534645
509488,522781
510036,546337
510750,548284
511425,548091
511590,544481
512325,529115
514306,546332
514587,543130
514587,545385
514711,544551
514711,548091
514802,521429
515434,545726
515590,545385
516165,547698
516412,543817
516412,548091
516549,547700
516549,548091
516802,544481
517193,548091
517934,548091
518462,545015
518759,548387
520026,537110
520074,547933
520235,543078
520898,548091
521037,542416
521429,545773
521446,545549
521446,545554
521590,547697
521644,548091
521965,544481
522122,545549
522122,545554
522305,547694
522849,543130
522849,545385
522901,544547
522901,544551
522901,546863
522977,548387
523471,534814
523641,548091
523777,548091
524926,547933
524969,545796
525006,548084
525047,548091
525233,546863
525800,548091
526162,548091
526587,533197
528028,547522
528028,548018
528052,548387
528529,548091
528562,534773
528562,537413
528562,538982
528562,539453
528562,545832
528562,546098
528562,547212
528562,548282
528827,545756
528827,548091
529301,533197
529364,545554
529632,545137
530253,548091
530643,534773
530643,538982
530643,539453
530643,544062
530643,544419
530643,545504
530643,546049
530643,546098
530643,547212
530643,548282
530645,542958
531328,546139
531541,534970
531963,544481
532822,547244
532822,548091
533010,545554
533119,543078
533119,545796
533143,545796
533148,543790
533312,542383
533585,543595
533585,547699
534645,548091
534719,545796
534719,546357
534773,537413
534773,538982
534794,548091
535066,548091
535456,548052
535669,548091
535779,546282
535779,548091
535921,547292
535922,545046
535922,548091
536084,546539
536084,548091
536381,543078
536381,545796
536632,548091
536745,548091
537110,546566
537110,547320
537110,548091
537412,537413
537412,537414
537412,542425
537412,547023
537413,537414
537413,539453
537413,542425
537413,544419
537413,544573
537413,546049
537413,547212
537413,548091
537433,543130
537433,545385
537433,548091
537519,546406
537898,548091
537925,543078
537960,543552
537960,543553
537961,544551
538363,548091
538433,543046
538433,545880
538633,545726
538926,548091
538982,543790
538982,547212
538982,547213
538982,548091
539018,545554
539018,545756
539453,545832
539456,545015
539526,548091
540510,548091
540747,544548
540747,544551
540747,546813
540747,546863
541089,547203
541089,547522
541089,547801
541415,544481
542108,548091
542294,544288
542310,547128
542370,548091
542383,547064
542416,543078
542416,546863
542425,544551
542445,545137
542486,547128
542551,547128
542586,548091
542812,544548
542812,544551
542812,546813
542812,546863
542846,546508
542957,542958
542957,544041
542958,548091
542968,546356
542999,548031
542999,548091
543001,548091
543078,545796
543078,546357
543130,545385
543232,546566
543252,548091
543409,548091
543552,543553
543595,543817
543632,548091
543686,548076
543817,547699
